Second,Millisecond,Depth (inches),Rate (CPM),Release Velocity (MM/S),Valid/Invalid
2127,935,1.061,110,187,Valid
2128,439,1.038,119,183,Valid
2129,15,1.06,104,176,Valid
2129,511,1.124,115,205,Valid
2130,31,1.128,119,209,Valid
2130,559,1.195,111,220,Valid
2131,103,1.17,113,208,Valid
2131,639,1.233,108,233,Valid
2132,167,1.274,111,231,Valid
2132,687,1.276,117,217,Valid
2133,239,1.32,108,228,Valid
2133,775,1.301,111,207,Valid
2134,287,1.316,115,232,Valid
2134,856,1.242,110,192,Valid
2135,384,1.274,110,223,Valid
2135,944,1.205,108,215,Valid
2136,488,1.22,108,213,Valid
2137,24,1.235,113,214,Valid
2137,576,1.252,107,226,Valid
2138,128,1.264,108,223,Valid
2138,672,1.266,111,218,Valid
2139,248,1.315,101,205,Valid
2139,792,1.27,113,226,Valid
2140,360,1.342,104,214,Valid
2140,896,1.337,111,219,Valid
2141,432,1.312,111,230,Valid
2142,0,1.294,107,205,Valid
2142,544,1.261,110,201,Valid
2143,80,1.251,111,234,Valid
2143,649,1.186,108,177,Valid
2144,161,1.295,111,223,Valid
2144,721,1.231,111,214,Valid
2145,273,1.265,104,205,Valid
2145,825,1.317,107,206,Valid
2146,377,1.308,111,217,Valid
2146,921,1.398,108,220,Valid
2147,457,1.381,111,228,Valid
2148,9,1.328,110,226,Valid
2148,513,1.195,125,202,Valid
2149,25,1.229,108,195,Valid
2149,553,1.198,117,194,Valid
2150,97,1.238,108,194,Valid
2150,625,1.271,115,198,Valid
2151,97,1.05,141,154,Valid
2151,657,1.177,110,169,Valid
2154,402,1.048,21,195,Valid
2155,74,0.894,94,102,Valid
2155,554,0.871,117,177,Valid
2156,130,0.983,113,166,Valid
2156,658,1.305,108,199,Valid
2157,170,1.331,113,207,Valid
2157,770,1.294,102,203,Valid
2158,362,1.493,102,226,Valid
2158,914,1.392,108,209,Valid
2159,466,1.428,107,208,Valid
2160,34,1.518,105,205,Valid
2160,586,1.474,107,203,Valid
2161,162,1.506,104,210,Valid
2161,731,1.46,105,203,Valid
2168,811,1.257,8,181,Valid
2169,451,1.033,100,164,Valid
2169,907,1.242,119,229,Valid
2170,451,1.253,111,205,Valid
2170,963,1.214,117,162,Valid
2171,476,1.254,117,181,Valid
2172,4,1.241,111,189,Valid
2172,524,1.175,117,190,Valid
2173,92,1.209,104,182,Valid
2173,620,1.144,117,181,Valid
2174,172,1.124,107,171,Valid
2174,716,1.103,111,171,Valid
2175,268,1.135,108,177,Valid
2175,836,1.224,105,189,Valid
2176,388,1.265,107,191,Valid
2176,932,1.315,110,201,Valid
2177,484,1.302,110,191,Valid
2178,44,1.336,107,189,Valid
2178,636,1.369,104,167,Valid
2179,172,1.317,108,174,Valid
2179,716,1.317,110,188,Valid
2180,292,1.337,101,200,Valid
2180,845,1.322,110,184,Valid
2181,405,1.312,108,171,Valid
2181,965,1.306,105,177,Valid
2182,549,1.353,104,182,Valid
2183,101,1.321,108,186,Valid
2183,645,1.32,110,177,Valid
2184,205,1.327,107,179,Valid
2184,765,1.268,105,180,Valid
2185,325,1.231,108,180,Valid
2185,901,1.331,105,182,Valid
2186,413,1.291,117,189,Valid
2186,981,1.288,102,189,Valid
2187,533,1.34,110,178,Valid
2188,77,1.348,108,194,Valid
2188,661,1.412,105,180,Valid
2189,245,1.416,102,185,Valid
2189,838,1.291,100,175,Valid
2190,382,1.258,110,168,Valid
2190,934,1.273,108,154,Valid
2191,502,1.257,107,157,Valid
2192,78,1.264,102,164,Valid
2192,654,1.35,105,180,Valid
2193,182,1.29,111,176,Valid
2193,766,1.37,104,177,Valid
2194,366,1.437,101,172,Valid
2194,926,1.389,107,166,Valid
2195,494,1.361,105,154,Valid
2196,94,1.128,107,90,Valid
2200,23,1.111,15,180,Valid
2200,583,1.187,110,129,Valid
2201,231,1.393,98,157,Valid
2201,751,1.281,105,177,Valid
2202,327,1.2,102,161,Valid
2202,895,1.299,105,157,Valid
2203,487,1.302,101,168,Valid
2204,79,1.295,100,160,Valid
2204,687,1.302,101,152,Valid
2205,279,1.308,102,168,Valid
2205,871,1.37,101,187,Valid
2206,439,1.399,105,182,Valid
2207,31,1.409,101,168,Valid
2207,567,1.358,110,167,Valid
2208,167,1.428,102,163,Valid
2208,752,1.521,104,183,Valid
2209,336,1.552,101,184,Valid
2209,928,1.547,102,183,Valid
2210,496,1.492,102,165,Valid
2211,96,1.528,105,171,Valid
2211,720,1.662,94,177,Valid
2212,264,1.434,107,184,Valid
2212,840,1.341,104,161,Valid
2213,384,1.334,108,173,Valid
2213,992,1.373,100,161,Valid
2214,568,1.382,102,180,Valid
2215,128,1.366,107,171,Valid
2215,688,1.354,105,164,Valid
2216,304,1.436,102,164,Valid
2216,888,1.445,98,192,Valid
2217,457,1.439,105,186,Valid
2218,49,1.47,102,164,Valid
2218,625,1.498,102,184,Valid
2234,698,1.308,3,175,Valid
2235,274,1.257,110,134,Valid
2235,787,1.44,111,170,Valid
2236,331,1.51,111,213,Valid
2236,859,1.517,110,217,Valid
2237,427,1.537,108,210,Valid
2238,11,1.593,102,217,Valid
2238,603,1.663,102,221,Valid
2239,107,1.554,113,196,Valid
2239,659,1.593,110,191,Valid
2240,227,1.641,107,197,Valid
2240,763,1.546,107,207,Valid
2241,379,1.548,100,192,Valid
2241,931,1.571,107,192,Valid
2242,515,1.644,105,194,Valid
2243,83,1.642,105,205,Valid
2243,643,1.607,107,186,Valid
2244,235,1.581,102,173,Valid
2244,827,1.473,101,148,Valid
2245,388,1.493,105,185,Valid
2245,964,1.561,105,192,Valid
2246,540,1.626,104,199,Valid
2247,108,1.698,104,215,Valid
2247,692,1.715,102,211,Valid
2248,252,1.656,108,188,Valid
2248,820,1.699,104,200,Valid
2249,412,1.787,102,222,Valid
2249,980,1.739,104,220,Valid
2250,556,1.643,102,180,Valid
2251,124,1.56,107,180,Valid
2251,708,1.6,105,185,Valid
2252,292,1.589,101,187,Valid
2252,876,1.608,102,195,Valid
2253,468,1.66,102,188,Valid
2254,20,1.627,104,210,Valid
2254,605,1.645,104,197,Valid
2255,189,1.593,102,183,Valid
2255,765,1.604,104,194,Valid
2256,341,1.6,104,199,Valid
2256,917,1.546,104,192,Valid
2257,525,1.6,101,183,Valid
2258,93,1.595,102,195,Valid
2258,661,1.591,105,201,Valid
2259,261,1.609,101,200,Valid
2259,821,1.509,105,179,Valid
2260,381,1.499,105,190,Valid
2260,941,1.509,107,195,Valid
2261,509,1.53,107,189,Valid
2262,85,1.49,104,192,Valid
2271,351,1.347,6,204,Valid
2271,895,1.261,113,167,Valid
2272,431,1.419,108,180,Valid
2272,951,1.458,117,224,Valid
2273,471,1.375,115,190,Valid
2274,15,1.375,110,189,Valid
2274,575,1.44,108,184,Valid
2275,127,1.455,105,191,Valid
2275,639,1.417,115,172,Valid
2276,167,1.436,113,171,Valid
2276,703,1.432,110,165,Valid
2277,311,1.584,105,190,Valid
2277,863,1.583,105,191,Valid
2278,415,1.485,110,190,Valid
2278,983,1.535,105,194,Valid
2279,519,1.479,110,187,Valid
2280,95,1.492,105,182,Valid
2280,647,1.498,108,175,Valid
2281,191,1.44,110,176,Valid
2281,743,1.466,107,194,Valid
2282,287,1.442,110,182,Valid
2282,832,1.449,111,177,Valid
2283,416,1.431,101,166,Valid
2283,952,1.356,113,184,Valid
2284,496,1.392,108,186,Valid
2285,80,1.43,104,192,Valid
2285,632,1.477,108,200,Valid
2286,184,1.51,108,187,Valid
2286,768,1.48,104,182,Valid
2287,304,1.38,110,167,Valid
2287,840,1.403,110,162,Valid
2288,416,1.493,105,179,Valid
2288,952,1.482,111,197,Valid
2289,504,1.463,107,182,Valid
2290,40,1.449,113,175,Valid
2290,608,1.502,107,194,Valid
2291,136,1.422,110,193,Valid
2291,697,1.387,107,178,Valid
2292,265,1.384,108,179,Valid
2292,841,1.366,102,154,Valid
2293,377,1.351,111,175,Valid
2293,905,1.307,113,178,Valid
2301,890,1.124,7,164,Valid
2302,522,1.08,94,145,Valid
2303,74,1.215,111,187,Valid
2303,626,1.299,105,211,Valid
2304,202,1.419,105,227,Valid
2304,754,1.483,108,197,Valid
2305,330,1.607,107,228,Valid
2306,882,1.514,38,211,Valid
2307,418,1.595,110,237,Valid
2307,954,1.602,110,205,Valid
2308,506,1.753,111,258,Valid
2309,34,1.732,108,259,Valid
2309,611,1.686,105,215,Valid
2310,203,1.768,104,206,Valid
2310,747,1.677,110,207,Valid
2311,323,1.704,104,217,Valid
2311,939,1.455,100,171,Valid
2312,451,1.507,113,201,Valid
2313,19,1.742,110,195,Valid
2313,547,1.778,110,223,Valid
2314,99,1.692,108,203,Valid
2314,651,1.684,107,203,Valid
2315,211,1.678,108,191,Valid
2315,763,1.607,107,189,Valid
2316,299,1.568,113,201,Valid
2316,867,1.572,104,214,Valid
2317,435,1.585,107,200,Valid
2317,995,1.554,107,208,Valid
2320,276,1.453,26,203,Valid
2320,812,1.513,110,205,Valid
2321,356,1.612,110,200,Valid
2321,916,1.718,107,224,Valid
2322,476,1.692,105,231,Valid
2323,52,1.637,108,190,Valid
2323,620,1.632,104,193,Valid
2324,180,1.611,107,209,Valid
2325,188,1.742,60,252,Valid
2326,348,1.528,51,174,Valid
2326,932,1.531,100,219,Valid
2327,493,1.324,111,220,Valid
2328,37,1.328,110,200,Valid
2328,605,1.331,104,197,Valid
2329,181,1.284,104,205,Valid
2329,749,1.285,108,210,Valid
2330,309,1.366,102,214,Valid
2330,893,1.335,104,189,Valid
2331,501,1.173,105,129,Valid
2332,85,1.158,94,167,Valid
2332,653,1.19,108,193,Valid
2333,221,1.214,105,183,Valid
2333,789,1.236,107,178,Valid
2344,655,1.782,5,8318,Valid
2345,839,1.933,53,233,Valid
2346,239,1.476,111,276,Valid
2347,416,1.619,52,194,Valid
2347,976,1.601,104,183,Valid
2348,528,1.572,107,207,Valid
2349,96,1.51,105,186,Valid
2349,664,1.481,105,173,Valid
2350,216,1.441,108,165,Valid
2350,760,1.463,108,174,Valid
2351,312,1.452,107,173,Valid
2351,896,1.499,104,199,Valid
2352,456,1.513,107,195,Valid
2353,56,1.58,104,190,Valid
2353,688,1.602,93,176,Valid
2354,256,1.588,105,190,Valid
2354,832,1.503,102,173,Valid
2355,424,1.522,102,156,Valid
2356,9,1.556,104,191,Valid
2356,593,1.55,100,195,Valid
2357,153,1.556,110,173,Valid
2357,713,1.533,104,171,Valid
2358,273,1.536,108,177,Valid
2358,865,1.55,100,194,Valid
2359,417,1.5,107,193,Valid
2360,17,1.527,102,186,Valid
2360,577,1.487,107,173,Valid
2361,185,1.542,98,184,Valid
2361,721,1.46,110,191,Valid
2362,305,1.442,105,166,Valid
2365,434,1.521,19,258,Valid
2365,978,1.656,122,221,Valid
2366,418,1.373,120,239,Valid
2385,868,1.228,3,170,Valid
2386,372,1.231,119,246,Valid
2386,876,1.279,115,230,Valid
2387,348,1.273,127,231,Valid
2387,820,1.378,120,238,Valid
2388,316,1.43,122,276,Valid
2388,844,1.374,119,245,Valid
2389,356,1.364,115,236,Valid
2389,820,1.393,125,259,Valid
2390,324,1.402,122,233,Valid
2390,804,1.426,122,243,Valid
2391,308,1.474,117,268,Valid
2391,804,1.459,125,236,Valid
2392,308,1.515,115,247,Valid
2392,821,1.447,122,225,Valid
2393,317,1.459,117,232,Valid
2393,829,1.408,125,228,Valid
2394,309,1.312,122,226,Valid
2394,797,1.39,119,240,Valid
2395,293,1.425,122,231,Valid
2395,805,1.425,117,227,Valid
2396,309,1.421,119,202,Valid
2396,797,1.408,120,202,Valid
2397,325,1.357,115,176,Valid
2397,821,1.394,113,237,Valid
2398,333,1.362,125,201,Valid
2398,829,1.298,122,197,Valid
2399,309,1.376,119,216,Valid
2399,789,1.357,127,228,Valid
2400,285,1.273,127,191,Valid
2400,773,1.361,119,195,Valid
2401,237,1.407,131,198,Valid
2401,726,1.511,120,220,Valid
2402,214,1.317,131,210,Valid
2402,670,1.273,125,200,Valid
2403,182,1.425,110,229,Valid
2403,702,1.244,129,146,Valid
2404,270,0.972,104,179,Valid
2404,710,1.301,120,282,Valid
2405,214,1.331,127,233,Valid
2405,702,1.454,119,224,Valid
2406,182,1.453,129,274,Valid
2406,710,1.489,107,234,Valid
2407,182,1.522,136,275,Valid
2407,734,1.47,113,166,Valid
2408,246,1.516,108,252,Valid
2408,782,1.388,119,232,Valid
2409,278,1.556,113,258,Valid
2409,814,1.732,117,245,Valid
2410,342,1.876,111,285,Valid
2410,862,1.758,113,258,Valid
2411,398,1.697,113,230,Valid
2411,927,1.584,113,184,Valid
2412,511,1.693,101,262,Valid
2413,95,1.681,102,243,Valid
2413,695,1.663,101,233,Valid
2414,271,1.562,102,217,Valid
2414,863,1.585,102,197,Valid
2415,455,1.627,102,241,Valid
2416,39,1.646,102,236,Valid
2416,647,1.775,98,240,Valid
2417,239,1.796,101,226,Valid
2417,839,1.758,100,222,Valid
2418,455,1.705,97,203,Valid
2419,15,1.664,105,229,Valid
2419,655,1.734,93,215,Valid
2420,207,1.625,107,209,Valid
2420,792,1.525,105,176,Valid
2421,392,1.611,100,176,Valid
2421,952,1.608,107,192,Valid
2422,512,1.571,105,201,Valid
2423,136,1.644,97,183,Valid
2423,704,1.629,104,197,Valid
2424,280,1.585,104,188,Valid
2424,880,1.599,100,202,Valid
2425,456,1.513,104,185,Valid
2426,32,1.541,104,188,Valid
2426,600,1.462,105,178,Valid
2427,184,1.483,102,195,Valid
2427,760,1.49,102,201,Valid
2428,352,1.481,102,194,Valid
2428,936,1.409,101,160,Valid
2429,609,1.544,92,209,Valid
2430,161,1.541,107,207,Valid
2430,713,1.341,110,209,Valid
2431,249,1.293,110,148,Valid
2431,865,1.511,100,169,Valid
2432,401,1.534,108,205,Valid
2432,961,1.546,104,218,Valid
2433,577,1.591,100,195,Valid
2434,137,1.512,107,198,Valid
2434,705,1.456,102,197,Valid
2435,305,1.413,101,178,Valid
2435,921,1.412,98,183,Valid
2436,497,1.254,105,158,Valid
2437,105,1.291,96,157,Valid
2437,689,1.359,104,204,Valid
2438,297,1.375,100,170,Valid
2438,890,1.356,100,161,Valid
2439,466,1.333,102,171,Valid
2440,90,1.365,98,158,Valid
2440,698,1.367,98,158,Valid
2441,258,1.392,105,175,Valid
2441,810,1.373,108,187,Valid
2442,370,1.334,105,158,Valid
2442,946,1.341,105,176,Valid
2443,506,1.362,105,188,Valid
2444,82,1.407,107,177,Valid
2444,618,1.379,107,203,Valid
2445,218,1.297,102,152,Valid
2445,850,1.367,94,157,Valid
2446,394,1.286,107,169,Valid
2446,970,1.139,105,152,Valid
2447,555,1.101,100,125,Valid
2448,99,1.157,108,207,Valid
2448,651,1.242,111,204,Valid
2449,235,1.282,105,160,Valid
2449,811,1.379,105,179,Valid
2450,355,1.366,107,187,Valid
2450,915,1.349,110,167,Valid
2451,491,1.383,102,181,Valid
2452,91,1.161,98,133,Valid
2452,611,1.273,117,205,Valid
2453,203,1.278,100,178,Valid
2453,763,1.301,108,156,Valid
2454,347,1.354,100,194,Valid
2454,947,1.415,104,197,Valid
2455,507,1.433,104,220,Valid
2456,75,1.388,104,184,Valid
2456,644,1.355,107,180,Valid
2457,220,1.32,102,186,Valid
2457,836,1.424,98,220,Valid
2458,396,1.429,107,207,Valid
2458,988,1.428,100,187,Valid
2459,556,1.423,107,173,Valid
2468,813,1.418,6,256,Valid
2469,373,1.551,108,242,Valid
2469,893,1.595,115,263,Valid
2470,397,1.581,119,250,Valid
2470,917,1.57,115,240,Valid
2471,477,1.628,108,275,Valid
2472,5,1.633,113,266,Valid
2472,541,1.584,108,250,Valid
2473,125,1.452,104,219,Valid
2473,669,1.443,108,209,Valid
2475,141,1.363,40,197,Valid
2475,718,1.343,102,165,Valid
2476,238,1.239,113,200,Valid
2476,838,1.272,102,208,Valid
2477,374,1.394,110,226,Valid
2477,902,1.552,113,254,Valid
2478,462,1.586,107,245,Valid
2479,38,1.498,108,193,Valid
2479,566,1.514,110,230,Valid
2480,134,1.395,110,229,Valid
2480,678,1.415,104,164,Valid
2481,238,1.508,110,227,Valid
2481,742,1.316,122,219,Valid
2482,294,1.363,104,197,Valid
2482,894,1.38,100,174,Valid
2483,430,1.35,113,181,Valid
2483,942,1.445,117,233,Valid
2484,494,1.479,107,232,Valid
2485,71,1.426,107,223,Valid
2485,607,1.485,110,222,Valid
2486,167,1.429,107,212,Valid
2486,695,1.457,113,243,Valid
2487,247,1.403,108,221,Valid
2487,791,1.433,108,223,Valid
2488,367,1.374,105,207,Valid
2488,935,1.439,105,221,Valid
2489,511,1.497,102,228,Valid
2490,71,1.592,108,277,Valid
2490,615,1.426,111,259,Valid
2492,15,1.333,42,226,Valid
2492,623,1.414,100,250,Valid
2493,135,1.372,117,200,Valid
2493,696,1.563,107,244,Valid
2494,240,1.556,111,245,Valid
2494,800,1.502,107,251,Valid
2495,352,1.579,105,251,Valid
2495,936,1.552,104,242,Valid
2496,496,1.516,107,224,Valid
2497,48,1.535,110,234,Valid
2497,576,1.585,111,248,Valid
2498,120,1.522,111,245,Valid
2498,664,1.499,111,226,Valid
2499,232,1.586,104,242,Valid
2499,768,1.525,113,238,Valid
2500,336,1.717,104,267,Valid
2500,904,1.735,107,229,Valid
2501,480,1.756,104,225,Valid
2502,24,1.676,107,227,Valid
2502,577,1.608,110,236,Valid
2503,129,1.629,108,241,Valid
2503,673,1.581,108,220,Valid
2504,201,1.546,115,236,Valid
2504,729,1.565,113,244,Valid
2505,289,1.664,107,248,Valid
2505,833,1.614,110,226,Valid
2506,393,1.6,107,222,Valid
2506,929,1.623,111,241,Valid
2507,457,1.561,115,211,Valid
2507,985,1.587,111,246,Valid
2508,505,1.623,113,245,Valid
2509,49,1.544,113,221,Valid
2509,569,1.551,113,202,Valid
2510,81,1.54,117,220,Valid
2510,593,1.516,119,236,Valid
2511,89,1.455,122,223,Valid
2511,609,1.485,113,197,Valid
2512,121,1.443,117,203,Valid
2512,650,1.449,115,224,Valid
2513,170,1.384,111,207,Valid
2513,722,1.323,110,225,Valid
2514,234,1.313,117,177,Valid
2514,794,1.393,105,200,Valid
2515,314,1.361,115,207,Valid
2515,866,1.382,110,235,Valid
2516,410,1.276,110,198,Valid
2516,922,1.297,115,179,Valid
2517,458,1.309,111,217,Valid
2517,954,1.287,125,245,Valid
2518,490,1.511,108,268,Valid
2519,10,1.433,119,239,Valid
2519,538,1.346,113,205,Valid
2520,66,1.324,113,179,Valid
2520,602,1.31,111,154,Valid
2521,114,1.165,119,155,Valid
2521,627,1.03,113,192,Valid
2522,91,1.324,129,239,Valid
2522,579,1.452,120,247,Valid
2523,35,1.394,131,241,Valid
2523,507,1.351,131,221,Valid
2523,939,1.399,136,201,Valid
2524,419,1.352,125,188,Valid
2524,931,1.55,115,269,Valid
2525,443,1.481,119,238,Valid
2525,955,1.513,115,263,Valid
2526,491,1.654,111,261,Valid
2527,3,1.522,120,222,Valid
2527,523,1.543,111,195,Valid
2528,19,1.535,120,214,Valid
2528,556,1.488,111,211,Valid
2529,60,1.47,119,218,Valid
2529,579,1.499,113,241,Valid
2530,83,1.464,120,246,Valid
2530,612,1.357,115,197,Valid
2531,164,1.172,107,143,Valid
2531,740,1.29,101,235,Valid
2532,260,1.266,119,212,Valid
2532,804,1.33,110,195,Valid
2533,324,1.176,115,172,Valid
2533,868,1.245,108,189,Valid
2534,420,1.226,110,198,Valid
2534,964,1.23,110,199,Valid
2535,524,1.246,107,209,Valid
2536,44,1.409,117,218,Valid
2536,564,1.453,113,241,Valid
2537,108,1.427,110,220,Valid
2537,644,1.336,113,217,Valid
2538,164,1.364,115,187,Valid
2538,684,1.376,115,186,Valid
2539,236,1.483,108,213,Valid
2539,749,1.463,115,227,Valid
2540,285,1.51,111,234,Valid
2540,797,1.537,117,214,Valid
2541,333,1.565,111,220,Valid
2541,853,1.541,117,211,Valid
2542,373,1.473,113,190,Valid
2542,957,1.525,102,220,Valid
2543,477,1.539,115,210,Valid
2544,5,1.481,115,216,Valid
2544,557,1.654,108,230,Valid
2545,61,1.564,117,226,Valid
2545,597,1.505,113,212,Valid
2546,165,1.561,104,236,Valid
2546,709,1.506,110,215,Valid
2547,221,1.506,117,213,Valid
2547,781,1.607,107,219,Valid
2548,325,1.6,111,203,Valid
2548,853,1.564,111,197,Valid
2549,373,1.599,115,219,Valid
2549,902,1.624,115,203,Valid
2550,422,1.563,115,201,Valid
2550,918,1.439,120,197,Valid
2551,414,1.406,117,173,Valid
2551,934,1.48,117,183,Valid
2552,438,1.535,119,196,Valid
2552,942,1.545,119,196,Valid
2553,430,1.423,122,205,Valid
2553,942,1.463,117,182,Valid
2554,438,1.493,127,186,Valid
2554,934,1.467,115,215,Valid
2555,398,1.317,136,183,Valid
2555,894,1.388,119,193,Valid
2556,374,1.404,120,218,Valid
2556,838,1.334,136,188,Valid
2557,318,1.273,125,176,Valid
2557,774,1.113,131,142,Valid
2558,262,1.304,120,189,Valid
2558,775,1.459,113,221,Valid
2559,287,1.46,120,226,Valid
2559,823,1.427,111,242,Valid
2560,359,1.39,111,210,Valid
2560,903,1.479,101,154,Valid
2561,335,1.23,159,142,Valid
2561,903,1.065,107,136,Valid
2562,327,1.011,136,125,Valid
2562,735,0.934,141,143,Valid
2563,215,0.894,133,129,Valid
2563,655,1.13,125,163,Valid
2564,127,1.273,129,208,Valid
2564,647,1.268,117,191,Valid
2565,175,1.153,115,148,Valid
2565,711,0.948,117,121,Valid
2566,135,1.139,127,205,Valid
2566,631,1.324,122,201,Valid
2567,119,1.298,122,214,Valid
2567,656,1.17,117,173,Valid
2568,88,1.292,131,219,Valid
2568,632,1.432,113,183,Valid
2569,136,1.468,120,216,Valid
2569,640,1.252,119,187,Valid
2570,120,1.268,120,185,Valid
2570,632,1.403,119,209,Valid
2571,152,1.452,113,209,Valid
2571,656,1.386,119,211,Valid
2572,152,1.39,119,184,Valid
2572,656,1.437,119,183,Valid
2573,168,1.377,119,180,Valid
2573,688,1.337,113,173,Valid
2574,200,1.357,117,199,Valid
2574,752,1.489,111,209,Valid
2575,256,1.518,115,213,Valid
2575,824,1.674,108,225,Valid
2576,328,1.663,115,217,Valid
2576,889,1.658,111,194,Valid
2577,393,1.613,113,201,Valid
2577,913,1.601,117,189,Valid
2578,417,1.487,119,185,Valid
2578,913,1.456,119,189,Valid
2579,425,1.465,117,209,Valid
2579,953,1.467,119,189,Valid
2580,545,1.608,102,190,Valid
2581,73,1.598,107,206,Valid
2581,593,1.542,115,211,Valid
2582,121,1.591,111,200,Valid
2582,625,1.517,120,195,Valid
2583,145,1.539,115,200,Valid
2583,705,1.646,110,227,Valid
2584,225,1.551,113,202,Valid
2584,737,1.568,117,201,Valid
2585,257,1.584,111,214,Valid
2585,777,1.548,117,223,Valid
2586,385,1.344,107,131,Valid
2588,378,1.067,29,146,Valid
2588,898,1.151,117,177,Valid
2589,418,1.111,110,158,Valid
2589,922,1.278,120,198,Valid
2590,442,1.195,117,193,Valid
2590,954,1.266,115,166,Valid
2591,442,1.385,120,206,Valid
2591,946,1.481,120,220,Valid
2592,506,1.586,110,209,Valid
2592,978,1.481,127,237,Valid
2593,490,1.389,117,216,Valid
2593,970,1.418,125,195,Valid
2594,482,1.524,115,208,Valid
2595,10,1.559,115,207,Valid
2595,538,1.621,113,204,Valid
2596,43,1.574,117,199,Valid
2596,579,1.652,113,184,Valid
2597,83,1.648,119,202,Valid
2597,579,1.547,120,203,Valid
2598,75,1.506,120,204,Valid
2598,619,1.544,111,190,Valid
2599,123,1.549,115,189,Valid
2599,627,1.423,125,178,Valid
2600,171,1.516,107,158,Valid
2600,651,1.458,125,199,Valid
2601,155,1.484,117,191,Valid
2601,707,1.581,110,199,Valid
2602,203,1.536,119,197,Valid
2602,715,1.514,119,212,Valid
2603,227,1.543,117,214,Valid
2603,731,1.521,119,253,Valid
2604,235,1.551,117,210,Valid
2604,780,1.664,115,223,Valid
2605,292,1.61,113,220,Valid
2605,812,1.588,111,238,Valid
2606,340,1.62,115,221,Valid
2606,868,1.671,113,228,Valid
2607,372,1.623,119,205,Valid
2607,884,1.675,117,236,Valid
2608,420,1.678,113,225,Valid
2608,924,1.665,119,216,Valid
2609,452,1.691,115,223,Valid
2609,964,1.683,115,217,Valid
2610,468,1.721,117,229,Valid
2610,972,1.704,119,228,Valid
2611,484,1.677,119,232,Valid
2612,12,1.746,113,233,Valid
2612,508,1.613,122,234,Valid
2613,20,1.628,115,207,Valid
2613,548,1.62,113,202,Valid
2614,53,1.459,120,196,Valid
2614,573,1.354,115,166,Valid
2615,77,1.482,117,190,Valid
2615,653,1.209,108,129,Valid
2619,933,1.223,13,206,Valid
2620,429,1.249,127,204,Valid
2620,917,1.561,120,257,Valid
2621,413,1.686,122,271,Valid
2621,893,1.653,122,232,Valid
2622,365,1.641,125,224,Valid
2622,862,1.712,119,197,Valid
2623,358,1.693,120,197,Valid
2623,862,1.658,122,221,Valid
2624,350,1.652,122,203,Valid
2624,846,1.569,122,195,Valid
2625,342,1.61,117,200,Valid
2625,838,1.466,127,193,Valid
2626,342,1.488,115,189,Valid
2626,830,1.529,120,181,Valid
2627,318,1.402,127,179,Valid
2627,782,1.472,125,207,Valid
2628,278,1.44,125,197,Valid
2628,774,1.488,117,186,Valid
2629,270,1.508,120,212,Valid
2629,774,1.48,122,189,Valid
2630,254,1.503,120,197,Valid
2630,742,1.58,125,201,Valid
2631,246,1.577,119,200,Valid
2631,751,1.518,122,189,Valid
2632,239,1.438,120,178,Valid
2632,743,1.393,119,184,Valid
2633,255,1.341,119,188,Valid
2633,751,1.332,119,187,Valid
2634,255,1.329,120,196,Valid
2634,767,1.407,111,219,Valid
2635,287,1.316,119,191,Valid
2635,799,1.389,115,190,Valid
2636,303,1.362,120,166,Valid
2636,815,1.398,115,177,Valid
2637,327,1.404,119,177,Valid
2637,839,1.352,117,183,Valid
2638,335,1.297,120,199,Valid
2638,847,1.161,120,181,Valid
2639,759,1.07,63,160,Valid
2640,287,1.138,115,157,Valid
2640,855,1.034,108,127,Valid
2641,279,0.98,133,141,Valid
2641,784,0.94,129,147,Valid
2642,256,0.884,125,131,Valid
2642,760,0.806,119,93,Valid
2643,240,0.792,120,124,Valid
2643,728,0.853,122,148,Valid
2644,256,0.897,113,152,Valid
2644,768,0.905,117,134,Valid
2645,272,0.934,119,143,Valid
2645,816,1.068,108,160,Valid
2646,304,1.014,125,152,Valid
2646,832,0.957,115,152,Valid
2647,336,0.973,117,140,Valid
2647,872,1.132,111,168,Valid
2648,368,1.077,120,145,Valid
2648,896,1.162,115,160,Valid
2649,440,1.224,110,156,Valid
2649,936,1.284,119,201,Valid
2650,456,1.278,113,191,Valid
2650,969,1.29,117,176,Valid
2651,465,1.322,122,176,Valid
2661,82,1.107,6,182,Valid
2661,610,1.337,115,262,Valid
2662,114,1.502,122,232,Valid
2662,562,1.57,129,242,Valid
2663,34,1.636,127,251,Valid
2663,490,1.577,131,244,Valid
2663,986,1.572,122,235,Valid
2664,474,1.574,125,220,Valid
2664,978,1.547,115,234,Valid
2665,482,1.497,120,240,Valid
2665,978,1.367,122,215,Valid
2666,450,1.466,122,236,Valid
2666,946,1.511,125,248,Valid
2667,442,1.608,119,258,Valid
2667,922,1.605,125,259,Valid
2668,434,1.589,120,237,Valid
2668,947,1.747,115,252,Valid
2669,435,1.65,125,238,Valid
2669,923,1.587,120,218,Valid
2670,427,1.567,117,238,Valid
2670,931,1.51,122,214,Valid
2671,395,1.532,125,203,Valid
2671,891,1.629,120,209,Valid
2672,395,1.684,119,237,Valid
2672,899,1.606,122,239,Valid
2673,403,1.63,117,230,Valid
2673,899,1.675,120,237,Valid
2674,395,1.735,117,226,Valid
2674,891,1.671,125,214,Valid
2675,387,1.628,119,220,Valid
